row_index,rank,feature,contribution,observed_value
928,2,f_563,-4.3828248425260496e-07,0.8189
928,3,f_127,-3.114263068517604e-07,0.9902
928,4,f_064,-2.7791841965420703e-07,13.75
928,5,f_075,-2.4540905074826427e-07,-0.0467
48,1,f_033,-0.004175899139160477,23.3453
48,2,f_039,-0.0005506199747073897,126.5662
48,3,f_078,-0.0005024912248320963,0.0455
48,4,f_020,-0.0004011898536248448,1.3733
48,5,f_366,-0.0003946651545945983,0.0102
527,1,f_548,-3.071559927654265e-07,80.724
527,2,f_560,-1.9613546412132854e-07,0.3995
527,3,f_086,-1.8368453631247242e-07,2.3635
527,4,f_563,-1.7906022626710706e-07,0.7615
527,5,f_027,-1.5427239964291652e-07,5.1383
967,1,f_214,-0.005525813222322249,0.3081
967,2,f_129,-0.0004711089668015482,-3.591
967,3,f_352,-0.0003756542466232199,0.0712
967,4,f_078,-0.00033653318268443054,0.079
967,5,f_542,-8.76010192335812e-05,0.1168
535,1,f_480,-0.0008447802765589285,140.1884
535,2,f_563,-0.0008224181812934041,0.7835
535,3,f_022,-0.0007395243794694725,3260.25
535,4,f_305,-0.0007044600750306869,0.351
535,5,f_126,-0.0004968752391142995,2.453
828,1,f_563,-0.34442425362000284,0.9486
828,2,f_059,-0.07379512822621784,-4.6636
828,3,f_011,-0.049249769541904236,0.9458
828,4,f_103,-0.033883868765747636,-0.0127
828,5,f_086,-0.033305872765450585,2.3801
1354,1,f_169,-2.0879238513339136e-10,0.956
1354,2,f_562,-2.0475658291874755e-10,280.32
1354,3,f_078,-1.9197230489453433e-10,0.0591
1354,4,f_440,-1.3835042822514102e-10,26.4267
1354,5,f_091,-1.0862997780629161e-10,-0.217
726,1,f_511,0.4394698649938001,800.0
726,2,f_037,0.30254816390266964,67.1106
726,3,f_132,-0.28981480759947986,2.3985
726,4,f_068,0.28129960659974856,140.3945
726,5,f_440,0.21117009543039328,3.7328
1370,1,f_577,-1.5058400022781152e-07,67.3679
1370,2,f_573,-5.4340294423958694e-08,1.2571
1370,3,f_575,-1.9563606308056492e-08,0.3315
1370,4,f_417,-1.828076744065794e-08,21.7318
1370,5,f_588,-1.4457598209900892e-08,0.0151
1294,1,f_132,0.2186150053315915,2.1995
1294,2,f_071,0.030634053969983865,171.9542
1294,3,f_432,0.028858920630612794,407.8028
1294,4,f_121,0.024988859257538687,16.07
1294,5,f_017,0.020978728615507425,0.9821
630,1,f_448,-0.00024669139139488476,0.7722
630,2,f_017,-0.0002349115512683486,0.9592
630,3,f_177,-0.00023390510691157645,0.918
630,4,f_145,-0.00019516788488123084,0.1265
630,5,f_120,-0.00017964576468015983,6.4907
268,1,f_022,-4.0975220293809585e-06,3474.75
268,2,f_017,-3.489810371190223e-06,0.9563
268,3,f_162,-2.6555902956106926e-06,19147.0
268,4,f_305,-2.399151059450865e-06,0.355
268,5,f_082,-1.8391496918993885e-06,0.0721
844,1,f_132,-0.2285432051016503,2.3817
844,2,f_018,-0.0824951041695097,193.8743
844,3,f_078,-0.07361477294709759,0.0258
844,4,f_511,0.05193435508237794,933.3333
844,5,f_064,-0.05104341679832093,16.5518
1204,1,f_129,-0.2329141047399909,-2.789
1204,2,f_132,-0.22288858153600793,2.3797
1204,3,f_139,-0.09187382096887003,1149.52
1204,4,f_488,-0.0815080019483965,887.5912
1204,5,f_068,-0.06792538014633584,152.7555
1259,1,f_577,-0.027841933780250003,60.1633
1259,2,f_563,-0.0058535570412669045,0.8173
1259,3,f_272,-0.004585577034470581,122.1174
1259,4,f_573,-0.004040777781749732,0.794
1259,5,f_124,-0.0034714196274992686,16.08
366,1,f_214,-1.7414701629365382e-05,0.1936
366,2,f_064,-4.046976695145351e-06,13.6564
366,3,f_352,-4.045659390751152e-06,0.0493
366,4,f_100,-3.495779266320676e-06,-0.0008
366,5,f_363,-2.740903652487062e-06,692.4608
1184,1,f_059,-0.04545226099208659,-10.4455
1184,2,f_169,-0.011804121329997409,0.787
1184,3,f_440,-0.009368068191784451,22.6352
1184,4,f_121,-0.008470088936965457,15.53
1184,5,f_132,-0.008373042512157362,2.3479
1095,1,f_563,-0.004517868109240254,0.9429
1095,2,f_132,-0.002143290148899405,2.3867
1095,3,f_129,-0.00161575147965832,-2.647
1095,4,f_068,-0.0006578009553501311,154.3709
1095,5,f_100,-0.0005699203151388835,-0.0007
1528,1,f_566,-2.3454557509374043e-07,6.2895
1528,2,f_056,-2.2494587248727907e-07,0.9082
1528,3,f_139,-1.8303231054324064e-07,1635.3
1528,4,f_564,-1.1776970853159437e-07,16.54
1528,5,f_562,-1.1690239310140258e-07,276.338
1239,1,f_493,-2.1634187728822113e-06,6.5238
1239,2,f_221,-1.780981815354002e-06,0.1548
1239,3,f_143,-1.7338243460609786e-06,0.0083
1239,4,f_086,-1.7285492747469978e-06,2.3726
1239,5,f_028,-1.6066637014430204e-06,76.3333
397,1,f_356,-0.0012279407372701228,2.4863
397,2,f_460,-0.0008367608730255476,73.7347
397,3,f_126,-0.000689479500448111,2.481
397,4,f_453,-0.0006205058432537522,9.4704
397,5,f_181,-0.0005955352190931798,0.954
17,1,f_213,0.0005976945875213469,1.2837
17,2,f_078,1.0864663894105675e-06,-0.3482
17,3,f_500,3.1366489405826314e-09,927.4576
17,4,f_082,2.152649836162368e-09,-0.1003
17,5,f_060,1.136392535627806e-09,363.8591
1205,1,f_129,-0.23390047301523204,-3.072
1205,2,f_082,-0.15149064720846173,0.1096
1205,3,f_415,-0.1301893566904333,13.5634
1205,4,f_142,-0.07953208148308219,11.83
1205,5,f_103,-0.05524010730962746,-0.0134
899,1,f_132,-0.33300871908886814,2.418
899,2,f_216,-0.06479145995922184,0.0403
899,3,f_064,-0.06159037189051266,14.2055
899,4,f_071,-0.04846145851756451,45.5615
899,5,f_305,-0.04699186166849722,0.3372
112,1,f_120,-0.002177795535872741,6.7662
112,2,f_075,-0.0011612650428779324,-0.0785
112,3,f_162,-0.001092419672955643,28916.0
112,4,f_448,-0.00048616402012122535,0.8111
112,5,f_563,-0.00048325694196818173,0.7917
530,1,f_563,-0.2616444446303948,0.8654
530,2,f_086,-0.1319850936035329,2.3541
530,3,f_161,-0.09140159419021682,10782.0
530,4,f_027,-0.08288619387200813,5.1583
530,5,f_025,-0.07817015703393165,0.9815
364,1,f_214,-0.04332094943989838,0.1999
364,2,f_352,-0.011332347162658818,0.053
364,3,f_059,-0.011203778082690642,-5.9236
364,4,f_305,-0.00844892381265663,0.355
364,5,f_018,-0.008022397052086972,194.6732
754,1,f_132,-0.0067684421506240084,2.4214
754,2,f_018,-0.0007680536672274041,194.4611
754,3,f_017,-0.0007237305350293937,0.9606
754,4,f_161,-0.0007183030593946379,11203.0
754,5,f_296,-0.0005218849125664666,5198.4443
1032,1,f_132,-0.6624678432993987,2.4349
1032,2,f_542,-0.19019046077825874,0.1156
1032,3,f_500,0.1622719115955291,663.8298
1032,4,f_059,-0.15619296406633715,-2.7282
1032,5,f_301,0.15540272291158552,1.4353
708,1,f_018,-0.09569727165724366,195.4583
708,2,f_091,-0.0648083527560543,-0.1828
708,3,f_103,-0.06392119641991285,-0.0142
708,4,f_027,-0.06014683071345958,5.0568
708,5,f_094,-0.05631804991750196,0.0004
1148,1,f_078,-2.5768070590278898e-06,0.0873
1148,2,f_129,-1.5324414183983046e-06,-2.789
1148,3,f_132,-1.4459628605871897e-06,2.3797
1148,4,f_104,-5.349814913889278e-07,0.002
1148,5,f_169,-4.440392712827725e-07,0.714
189,1,f_059,0.36391611697787585,21.7573
189,2,f_562,0.07808676535670034,242.286
189,3,f_500,0.05981271147481837,952.5581
189,4,f_485,0.028454642508058403,869.3446
189,5,f_103,0.018189185942138142,-0.0054
460,1,f_080,-0.0012019778641734176,0.091
460,2,f_214,-0.0006568615063235159,0.1275
460,3,f_116,-0.0005073947024331019,0.962
460,4,f_126,-0.0004718556918296324,2.465
460,5,f_100,-0.00045421899358183957,-0.0006
666,1,f_161,-2.2965689370798253e-06,28637.0
666,2,f_296,-1.7900364093541225e-06,14954.1704
666,3,f_563,-3.926649834287998e-07,0.8252
666,4,f_448,-2.3500214164298076e-07,0.7722
666,5,f_177,-2.2281887644780697e-07,0.918
1367,1,f_588,-0.0016998953802533005,0.0151
1367,2,f_162,-0.001387923345767721,18102.0
1367,3,f_118,-0.0010146393866517904,0.6186
1367,4,f_542,-0.0007550740198459013,0.115
1367,5,f_014,-0.0006071768477774685,12.1794
531,1,f_103,-0.0014843842441511794,-0.0147
531,2,f_027,-0.0011484219956310526,5.067
531,3,f_025,-0.0010614780223154225,0.9712
531,4,f_098,-0.0007778146565432667,1.2456
531,5,f_100,-0.0007111972354314209,-0.0005
1027,1,f_132,-0.5296434620713409,2.4023
1027,2,f_129,-0.45687113585532035,-3.119
1027,3,f_542,-0.18559057579726546,0.1162
1027,4,f_028,-0.15924198019822566,76.9667
1027,5,f_086,0.14613395092197218,2.4888
725,1,f_132,-7.847154865403598e-05,2.3991
725,2,f_563,-3.641647836383794e-05,0.8316
725,3,f_566,-2.165218023918936e-05,5.0045
725,4,f_549,-1.4099153749483173e-05,2.896
725,5,f_564,-1.2920510949221521e-05,13.32
627,1,f_214,-5.51549007205853e-05,0.5301
627,2,f_352,-4.7628329924275745e-07,0.1252
627,3,f_563,-1.2187270202312413e-08,0.7897
627,4,f_448,-1.1071625368508165e-08,0.7722
627,5,f_558,-1.054193447019906e-08,1.4648
868,1,f_162,-2.949522772768368e-05,22924.0
868,2,f_216,-2.3156356071773903e-05,0.0334
868,3,f_017,-2.0186933439924567e-05,0.9586
868,4,f_127,-1.7983092342096745e-05,0.9561
868,5,f_305,-1.4564359764276975e-05,0.3432
1037,1,f_577,-0.0022726463390101486,54.8262
1037,2,f_573,-0.0012234209742423264,1.1022
1037,3,f_575,-0.0008795979109956529,0.3632
1037,4,f_082,-0.0008151325864497709,0.1156
1037,5,f_162,-0.0005906856113387318,21714.0
21,1,f_548,-0.22334533873193904,80.44
21,2,f_037,-0.20239370387535324,65.349
21,3,f_356,-0.17086697474692777,2.4148
21,4,f_014,-0.14565542892336306,13.6262
21,5,f_553,-0.1288850093351701,10.8976
1209,1,f_129,-0.005263771514367621,-2.694
1209,2,f_082,-0.003195513533610966,0.0964
1209,3,f_096,-0.002116521112362829,0.703
1209,4,f_100,-0.0017885955366005082,-0.0007
1209,5,f_103,-0.0014247139627475236,-0.0135
1412,1,f_588,-0.0014975021756331143,0.0195
1412,2,f_056,-0.00045721363465933327,0.9185
1412,3,f_014,-0.00037030684096440514,13.0361
1412,4,f_305,-0.0003425567977054754,0.3281
1412,5,f_075,-0.00034036739545277876,-0.0355
707,1,f_132,-0.007575025219824371,2.3604
707,2,f_027,-0.004667688015900078,5.1043
707,3,f_548,-0.004346903941088734,78.418
707,4,f_025,-0.003847426385399723,0.9992
707,5,f_588,-0.0031939140229674512,0.0105
959,1,f_129,-2.798450429629908e-06,-3.591
959,2,f_563,-9.793113890508135e-07,0.8154
959,3,f_078,-9.589202689959997e-07,0.0525
959,4,f_068,-6.115733199717422e-07,154.9582
959,5,f_417,-5.714403062936356e-07,18.1624
1336,1,f_214,-0.0015744499496830912,0.1448
1336,2,f_417,-0.0012642601031929183,19.4987
1336,3,f_566,-0.0008715837933422844,4.4241
1336,4,f_144,-0.0008246262452035271,0.3064
1336,5,f_564,-0.000587839578769794,12.04
154,1,f_120,-0.0009750414903807487,6.7499
154,2,f_548,-0.0002522068260297023,80.404
154,3,f_075,-0.0002482075481811095,-0.0542
154,4,f_480,-0.00024789582609440933,144.5999
154,5,f_064,-0.00024051632197921453,13.2255
1353,1,f_577,-9.999175111811902e-08,67.3679
1353,2,f_573,-3.608338875185161e-08,1.2571
1353,3,f_086,-1.6618903740893535e-08,2.3351
1353,4,f_575,-1.2990750437349863e-08,0.3315
1353,5,f_059,-8.029266554396185e-09,-4.9627
1116,1,f_577,-0.029453228451581694,54.8262
1116,2,f_573,-0.016057883962097785,1.1022
1116,3,f_575,-0.011593589797348628,0.3632
1116,4,f_059,-0.006866955173558158,-5.6945
1116,5,f_542,-0.006513061136404848,0.1184
1231,1,f_417,-0.00016587387958858724,20.2193
1231,2,f_214,-0.00010704803062206627,0.1258
1231,3,f_103,-8.91550414748078e-05,-0.0138
1231,4,f_562,-8.827249669688048e-05,272.904
1231,5,f_144,-8.826175379132603e-05,0.2939
1142,1,f_129,-0.43487235488712095,-2.789
1142,2,f_132,-0.42495831974182996,2.3797
1142,3,f_056,-0.3062466084191794,0.9148
1142,4,f_213,0.2695605972593641,0.3275
1142,5,f_542,-0.2682488065143025,0.1172
23,1,f_299,-0.01609997627307891,1.0295
23,2,f_164,-0.011595353794779585,1.802
23,3,f_300,-0.001918998179799175,1.7144
23,4,f_165,-0.0011218084844668817,3.043
23,5,f_027,-0.00011791930510845228,1.4838
751,1,f_132,-0.011359225806943518,2.4214
751,2,f_161,-0.003788302685145022,18313.0
751,3,f_296,-0.0023034601432214167,8268.0617
751,4,f_162,-0.0014999159482882653,18391.0
751,5,f_064,-0.0008102818929023357,15.8536
25,1,f_299,-1.0683851100234842e-07,1.0273
25,2,f_164,-7.85222445819882e-08,1.804
25,3,f_300,-1.7565193194071634e-08,1.8123
25,4,f_165,-9.983227847250271e-09,3.217
25,5,f_027,-7.51390398649628e-10,1.5685
1433,1,f_129,-2.046694878792549e-06,-1.797
1433,2,f_018,-1.8930804873837955e-06,194.4925
1433,3,f_056,-1.6864383243815843e-06,0.918
1433,4,f_014,-1.6630579497668838e-06,13.7905
1433,5,f_162,-1.3079782395243049e-06,13898.0
973,1,f_129,-0.002620830469405538,-3.591
973,2,f_078,-0.0010289525451399114,0.0571
973,3,f_127,-0.0004848196125517857,0.9297
973,4,f_126,-0.0004468914643467889,2.42
973,5,f_122,-0.0004350569419630597,6.086
383,1,f_577,-0.00048073263455135237,82.8827
383,2,f_573,-8.500945194708963e-05,1.3634
383,3,f_575,-4.385109029030504e-05,0.4161
383,4,f_214,-3.5833691416322295e-05,0.1687
383,5,f_588,-3.0642675130387755e-05,0.0188
811,1,f_415,-0.0015980140657342308,11.8533
811,2,f_142,-0.0012796609607547526,11.37
811,3,f_305,-0.0012309833411392184,0.338
811,4,f_139,-0.0011914709064508812,1079.6809
811,5,f_078,-0.0011447614638695073,0.0266
1137,1,f_511,0.44295769071682245,900.0
1137,2,f_545,0.3879761152128254,21.0443
1137,3,f_562,0.3529065998500852,247.47
1137,4,f_132,0.3519888566667513,2.2458
1137,5,f_086,0.2114260444697046,2.4559
571,1,f_448,-0.04274314807744308,0.8488
571,2,f_177,-0.04036375300488182,1.008
571,3,f_480,-0.03498310833928328,139.8654
571,4,f_312,-0.03380517562678887,0.4203
571,5,f_103,-0.02720335703041262,-0.0144
698,1,f_214,-1.9504521098334574e-08,0.1749
698,2,f_024,-1.065966474944598e-08,10969.3333
698,3,f_448,-9.919641130156853e-09,0.8872
698,4,f_177,-9.33431059429905e-09,1.054
698,5,f_312,-7.198943360569793e-09,0.4274
678,1,f_563,-0.001239720811243276,0.9242
678,2,f_216,-0.0002496301779323602,0.0397
678,3,f_018,-0.00023879601603319774,194.6811
678,4,f_017,-0.0002240794926613966,0.9601
678,5,f_454,-0.00018366623353540006,16.06
989,1,f_129,-1.1532221413844057e-05,-3.591
989,2,f_078,-8.589418692458385e-06,0.0806
989,3,f_542,-1.9551066513077802e-06,0.1164
989,4,f_127,-1.8743531730736754e-06,0.9086
989,5,f_499,-1.752328970302663e-06,951.634
1237,1,f_577,-7.555406333032413e-08,70.1626
1237,2,f_078,-2.954660601312387e-08,0.103
1237,3,f_020,-1.5056596149818712e-08,1.3493
1237,4,f_548,-8.065734439077244e-09,81.296
1237,5,f_562,-7.22324023539198e-09,277.948
1398,1,f_059,-0.00046078542281792023,-6.4945
1398,2,f_017,-0.00027372248599115173,0.9599
1398,3,f_056,-0.00024020952717079534,0.9179
1398,4,f_078,-0.00022597733508253275,0.0305
1398,5,f_588,-0.0002201416399217066,0.0124
174,1,f_059,0.5431659056766838,17.1673
174,2,f_562,0.3147293376201864,242.534
174,3,f_103,0.2237281668493084,-0.0022
174,4,f_078,0.17145167691038843,-0.0835
174,5,f_490,0.1572255143900766,126.6469
1522,1,f_417,-7.56616114324244e-05,22.1295
1522,2,f_018,-6.36452780732155e-05,195.8273
1522,3,f_216,-4.212372078994675e-05,0.0422
1522,4,f_144,-3.4408984525004483e-05,0.3069
1522,5,f_169,-2.2860394481006137e-05,0.654
288,1,f_145,-0.00036758354912811477,0.2291
288,2,f_280,-8.801908725693985e-05,0.0539
288,3,f_563,-7.534486289947009e-05,0.7931
288,4,f_548,-6.410651505913624e-05,79.75
288,5,f_146,-4.101087620003922e-05,0.1639
1310,1,f_577,-8.110991019876579e-05,60.1633
1310,2,f_563,-3.062880040097077e-05,0.8735
1310,3,f_417,-2.0186030986164196e-05,23.5713
1310,4,f_573,-1.1490740172301925e-05,0.794
1310,5,f_144,-1.1265304157732371e-05,0.3604
643,1,f_064,0.5022828193271105,39.9927
643,2,f_439,0.4398911684444682,455.7545
643,3,f_301,0.23281229385724755,1.9926
643,4,f_126,0.11619998719665203,3.351
643,5,f_078,0.10834667162241796,-0.0919
1482,1,f_577,-0.00021027819356431588,72.1057
1482,2,f_573,-2.147332194866719e-05,0.932
1482,3,f_563,-2.0150706479575e-05,0.8193
1482,4,f_575,-1.4696160320565647e-05,0.2947
1482,5,f_169,-1.2842852317794111e-05,0.8
847,1,f_563,-0.08369728234325131,0.8374
847,2,f_588,-0.029779700824217558,0.012
847,3,f_553,-0.017363710495962328,9.874
847,4,f_080,-0.017154172211471762,0.0323
847,5,f_542,-0.016882260774285136,0.1138
245,1,f_511,0.4034994761064032,839.0244
245,2,f_041,0.33732006235321876,37.88
245,3,f_058,0.24142884288770272,4.7536
245,4,f_059,0.15483940411190122,5.7855
245,5,f_080,0.14379192677545405,-0.0701
219,1,f_086,-0.010308840089261976,2.3035
219,2,f_132,-0.003361565637918941,2.3704
219,3,f_548,-0.0032347342003703978,81.218
219,4,f_064,-0.0019835916055664813,14.0055
219,5,f_027,-0.0014850265076902023,5.0717
1080,1,f_432,0.5832148554932315,963.8833
1080,2,f_511,0.3705839969749568,852.1739
1080,3,f_562,0.31884870584724545,247.108
1080,4,f_305,0.17602406215723154,0.1784
1080,5,f_168,0.16768522740206004,0.255
545,1,f_366,-7.384877372712942e-06,0.0248
545,2,f_086,-1.3193367398984463e-06,2.3091
545,3,f_094,-7.367755073959954e-07,0.0008
545,4,f_091,-5.481632455154974e-07,-0.2893
545,5,f_100,-4.95889849018691e-07,-0.0011
313,1,f_214,-0.00039067870996795594,0.2109
313,2,f_039,-0.00026889596444243423,132.5378
313,3,f_161,-0.00015103435033281897,18389.0
313,4,f_296,-0.0001134320609873758,9098.3071
313,5,f_352,-8.769108285032118e-05,0.0551
1219,1,f_129,-0.46831152836694495,-3.072
1219,2,f_078,-0.4544945188021782,0.0728
1219,3,f_216,-0.2618548303164963,0.0435
1219,4,f_511,0.2576728263477396,836.9231
1219,5,f_169,-0.25572494292279585,0.749
444,1,f_480,-0.0002102235817191716,201.941
444,2,f_132,-8.825190063402983e-05,2.3735
444,3,f_548,-5.9362105782781784e-05,80.334
444,4,f_018,-4.164860033505395e-05,194.4026
444,5,f_162,-3.857012925946611e-05,16123.0
956,1,f_577,-4.007568459799174e-13,96.9601
956,2,f_573,-2.5234524273973955e-13,2.1967
956,3,f_177,-3.892691319353772e-14,1.858
956,4,f_575,-3.8079188944625374e-14,0.5502
956,5,f_448,-3.45940313394713e-14,1.4754
296,1,f_017,-4.67264283308439e-10,0.9559
296,2,f_448,-3.461353413205312e-10,0.792
296,3,f_177,-3.25631500791647e-10,0.939
296,4,f_312,-2.9048275610655733e-10,0.4014
296,5,f_086,-2.5330019150880883e-10,2.3635
344,1,f_132,-4.139781023274086e-06,2.3796
344,2,f_017,-2.406178279083382e-06,0.9572
344,3,f_214,-2.3902973128224366e-06,0.1418
344,4,f_480,-1.8861824776214796e-06,137.0468
344,5,f_305,-1.8463812612058831e-06,0.355
972,1,f_162,-3.6166988163632204e-06,31318.0
972,2,f_132,-3.231647004527685e-06,2.3883
972,3,f_129,-2.316862824020716e-06,-2.647
972,4,f_078,-2.2902539483341813e-06,0.0629
972,5,f_086,-1.1030801011560516e-06,2.3581
720,1,f_132,-0.2704924999514104,2.3708
720,2,f_454,-0.15006546381208752,16.3955
720,3,f_029,-0.14598934239579275,0.6667
720,4,f_027,-0.140398884590905,5.093
720,5,f_566,-0.13425587511011894,4.2357
1138,1,f_132,-0.4726540063159063,2.4172
1138,2,f_500,0.34870928229680764,861.5385
1138,3,f_129,-0.33647295982543796,-2.317
1138,4,f_548,-0.32896760216150017,80.996
1138,5,f_014,-0.3042049728438527,15.2879
563,1,f_161,-0.005337077946246756,15572.0
563,2,f_061,-0.004636943174944004,9.6327
563,3,f_448,-0.004156089553516482,0.846
563,4,f_177,-0.003919631783575323,1.005
563,5,f_296,-0.0036948720508200514,7292.7594
1541,1,f_417,-0.05088183647893943,16.9198
1541,2,f_316,-0.045778112385875605,8.8926
1541,3,f_056,-0.040721572692162394,0.9202
1541,4,f_214,-0.04044629997534746,0.1168
1541,5,f_059,-0.039362064881396444,-3.1818
1098,1,f_132,-6.329602094590966e-05,2.4172
1098,2,f_078,-3.4237429287849935e-05,0.0848
1098,3,f_086,-2.9813049545984944e-05,2.3198
1098,4,f_129,-1.4447943973196233e-05,-2.317
1098,5,f_104,-8.21354887670823e-06,0.0021
187,1,f_064,0.45792757499996817,39.5164
187,2,f_132,-0.44166075565357993,2.4067
187,3,f_103,0.36961951785625147,-0.0018
187,4,f_548,-0.349345362770404,81.798
187,5,f_078,0.2892567759418901,-0.072
786,1,f_126,0.01161026730186343,3.811
786,2,f_485,0.00192524072337652,990.303
786,3,f_014,0.0010799291728569305,2.9405
786,4,f_058,0.0008574208404095174,4.7198
786,5,f_093,0.0007403365068190393,-0.0105
228,1,f_132,-0.5147322115778634,2.4
228,2,f_480,-0.41007531055376745,166.5587
228,3,f_548,-0.32772232745560914,80.44
228,4,f_064,0.3086243048648154,41.8473
228,5,f_511,0.2677137300702156,921.2121
18,1,f_037,-0.3062437618203915,65.349
18,2,f_216,-0.22856390228324353,0.0494
18,3,f_103,0.21676112899323943,-0.0052
18,4,f_060,0.18468879417452422,361.5118
18,5,f_356,-0.17792259784480835,2.0058
674,1,f_161,-2.9321435823194303e-07,13977.0
674,2,f_296,-2.3160753474735445e-07,6894.9978
674,3,f_018,-2.1446036048115266e-07,194.7712
674,4,f_480,-2.0634853743579734e-07,134.0488
674,5,f_017,-1.8215220126402635e-07,0.9606
905,1,f_162,-3.3504669830899036e-05,27425.0
905,2,f_078,-2.813533838472697e-05,0.0613
905,3,f_563,-1.2072904173581346e-05,0.766
905,4,f_059,-9.096772804837517e-06,-3.4991
905,5,f_571,-6.898622367485347e-06,2.6194
176,1,f_064,0.3672282167061012,33.1245
176,2,f_511,0.16477676685083764,643.1373
176,3,f_086,0.1249358751392573,2.4593
176,4,f_058,0.12434504406975289,4.7457
176,5,f_103,0.10739351002554043,-0.0052
352,1,f_214,-1.1831967105214303e-07,0.2093
352,2,f_548,-4.163279012395057e-08,82.598
352,3,f_100,-2.4829503425982248e-08,-0.001
352,4,f_352,-2.4307314215737526e-08,0.053
352,5,f_064,-1.9332859469503907e-08,13.6636
887,1,f_127,-0.006337377457443087,1.175
887,2,f_078,-0.0038607767143525006,0.0563
887,3,f_122,-0.002830203153028379,6.889
887,4,f_305,-0.0015239101609086881,0.3366
887,5,f_071,-0.0014682270594241886,48.5433
173,1,f_017,-2.03963007742849e-12,0.9083
173,2,f_563,-1.6404912648953364e-13,1.0256
173,3,f_132,-1.0787726972457304e-13,2.4244
173,4,f_011,-8.308845409046363e-14,0.9022
173,5,f_566,-2.276281019304899e-14,5.8148
1407,1,f_216,-0.00027719574265661296,0.0099
1407,2,f_563,-0.00022924264914329212,0.846
1407,3,f_417,-0.00010019105007179292,18.4948
1407,4,f_056,-8.201013753216083e-05,0.918
1407,5,f_162,-8.070932230449065e-05,15909.0
1352,1,f_563,-0.00018952364315811597,0.9067
1352,2,f_562,-0.00011197417949502115,281.914
1352,3,f_162,-8.695641088769366e-05,24902.0
1352,4,f_086,-3.424885442444124e-05,2.366
1352,5,f_542,-3.0258412849694326e-05,0.1158
520,1,f_480,-0.005698988400991693,141.6952
520,2,f_216,-0.005189933573861801,0.0383
520,3,f_305,-0.004586841452957683,0.3511
520,4,f_064,-0.003438399513640222,15.1627
520,5,f_356,-0.0031868804157931317,2.1912
834,1,f_132,-0.0024496182426939493,2.3817
834,2,f_456,-0.0010731612252556785,41.415
834,3,f_017,-0.0008399222622217355,0.9607
834,4,f_460,-0.0006768610067697848,72.885
834,5,f_027,-0.0006239538906033138,5.313
464,1,f_563,-0.0005678493156298496,0.8544
464,2,f_366,-0.0004617760008386638,0.0129
464,3,f_305,-0.00030244453653108943,0.3688
464,4,f_126,-0.00022020734091418478,2.377
464,5,f_080,-0.00021804939086192263,0.0661
476,1,f_080,-4.378473461508827e-06,0.0911
476,2,f_563,-4.1310120264086825e-06,0.8092
476,3,f_017,-3.0196042207658265e-06,0.9587
476,4,f_453,-2.71705278588389e-06,11.6448
476,5,f_181,-2.4668176384722315e-06,1.157
515,1,f_064,-0.34220086271815214,10.7173
515,2,f_363,-0.24211367439152198,853.4855
515,3,f_499,-0.12464834358024268,842.449
515,4,f_126,0.12417113109626685,3.955
515,5,f_124,-0.12006463335059317,15.99
953,1,f_129,-0.003911039053225159,-3.591
953,2,f_078,-0.002470334612076318,0.0743
953,3,f_094,-0.0011832248828814553,0.0006
953,4,f_216,-0.0007244101430454964,0.0442
953,5,f_127,-0.0007242555189446993,0.9297
440,1,f_305,-0.0009353275437991719,0.4183
440,2,f_480,-0.0007709271245771388,173.891
440,3,f_132,-0.0005077236825814412,2.3695
440,4,f_548,-0.0004475195566816083,80.798
440,5,f_577,-0.00038035832612059246,34.5557
872,1,f_120,0.8394875881410004,5.1259
872,2,f_068,0.3737863797712427,136.3209
872,3,f_132,0.2441005886787676,2.2646
872,4,f_483,0.11786792535037738,886.0987
872,5,f_127,-0.10072061472905902,0.9561
392,1,f_548,-0.008780060266628854,83.016
392,2,f_214,-0.00837881254678453,0.1665
392,3,f_086,-0.0031803740431426784,2.3605
392,4,f_352,-0.002736349299564801,0.0448
392,5,f_100,-0.0025664776565952757,-0.0007
512,1,f_448,-4.686775265398437e-06,0.8384
512,2,f_086,-4.557849320047901e-06,2.3512
512,3,f_177,-4.409683692235695e-06,0.995
512,4,f_312,-3.6386373267485546e-06,0.4132
512,5,f_027,-2.987357438621997e-06,4.8762
1456,1,f_415,-0.004994358742916318,116.8615
1456,2,f_142,-0.00021996498850582042,103.39
1456,3,f_563,-3.646556494118235e-12,0.7897
1456,4,f_091,-2.7847778717583936e-12,-0.1955
1456,5,f_566,-2.0624279516090236e-12,4.1916
287,1,f_145,-0.008995526669671797,0.2084
287,2,f_086,-0.005847514235764301,2.3266
287,3,f_548,-0.004987538868563947,82.594
287,4,f_280,-0.002666846665007961,0.0511
287,5,f_071,-0.0015394657955605734,45.8924
121,1,f_064,0.0010271770423189164,33.0082
121,2,f_491,0.0007885612951988863,8.2199
121,3,f_587,0.0006060022167633239,0.0547
121,4,f_500,0.000587220737293781,895.6522
121,5,f_068,0.0004332458444388232,136.9155
1094,1,f_424,-0.00032483713294464414,82.3318
1094,2,f_151,-0.0003069712702616974,357.49
1094,3,f_286,-0.00029319925199087056,106.4162
1094,4,f_132,-0.0002172423863844889,2.3867
1094,5,f_129,-0.0001636936395386755,-2.647
337,1,f_123,-2.4655757646831825e-10,15.17
337,2,f_480,-2.2101608551627282e-10,192.1373
