row_index,rank,feature,contribution,observed_value
234,2,f_027,-0.19346680563248347,5.0345
234,3,f_270,-0.17978447793075475,74.3874
234,4,f_025,-0.1727684794691221,0.98
234,5,f_363,-0.1563620717235008,636.5427
51,1,f_299,-0.018013900043337184,1.03
51,2,f_164,-0.012567155689290312,1.795
51,3,f_300,-0.002212977286029164,1.7243
51,4,f_165,-0.001165487310298519,3.0
51,5,f_027,-0.0001310993269771186,1.4932
233,1,f_132,-0.06581096802193867,2.4
233,2,f_059,-0.059900872601999916,-10.2673
233,3,f_068,-0.029771210507218787,157.8482
233,4,f_027,-0.011775135399783039,5.1058
233,5,f_025,-0.011033737929652548,0.9742
572,1,f_480,-0.02132539635453627,193.0997
572,2,f_548,-0.011844991601564787,82.076
572,3,f_563,-0.008860418594479388,0.8106
572,4,f_162,-0.0035904784031196364,13723.0
572,5,f_126,-0.003521068997124979,2.471
450,1,f_480,-8.757419804162664e-06,180.6847
450,2,f_417,-5.895646797314791e-06,23.3184
450,3,f_059,-5.279196621227273e-06,-6.8627
450,4,f_144,-3.7086168416086113e-06,0.3732
450,5,f_100,-3.5257695430834657e-06,-0.0009
1048,1,f_035,-1.5561507956047897e-06,94.2641
1048,2,f_129,-1.0737450098924778e-06,-3.543
1048,3,f_078,-6.502620911181783e-07,0.0714
1048,4,f_308,-2.8645033027808034e-07,0.117
1048,5,f_542,-2.1185632622068846e-07,0.1169
68,1,f_059,0.4757447903659972,11.6818
68,2,f_068,0.36484392884779854,137.1027
68,3,f_348,0.3502951310784287,0.0623
68,4,f_064,0.3362480877006229,28.3182
68,5,f_078,0.25467344846211615,-0.0668
705,1,f_161,-0.0008560355453884059,14478.0
705,2,f_448,-0.0005730395210065154,0.7468
705,3,f_296,-0.0005542874330227277,6514.1532
705,4,f_177,-0.0005427881027414756,0.887
705,5,f_454,-0.00046851311935110207,16.5221
390,1,f_305,-0.0027926121496246216,0.362
390,2,f_027,-0.0016329996377373454,5.1925
390,3,f_145,-0.0015678350924023547,0.1158
390,4,f_025,-0.0015644814384324901,0.9823
390,5,f_316,-0.0014710567240596975,8.6585
1081,1,f_132,-0.00013619761563436812,2.4167
1081,2,f_078,-4.893154140899164e-05,0.0688
1081,3,f_548,-3.949724011265821e-05,82.034
1081,4,f_129,-2.5354961550157668e-05,-2.08
1081,5,f_120,-2.0574214732144802e-05,6.5252
621,1,f_033,-8.568315609152487e-06,23.1583
621,2,f_548,-1.5369360268629278e-06,81.66
621,3,f_039,-1.4147316957552966e-06,127.3944
621,4,f_080,-1.3160316527507173e-06,0.0903
621,5,f_124,-6.482672974892798e-07,16.04
190,1,f_061,-0.002062307914893053,9.6424
190,2,f_161,-0.001833005823018533,13794.0
190,3,f_548,-0.001568752296248145,79.988
190,4,f_014,-0.0014376799247415553,14.6304
190,5,f_296,-0.001388366637495211,6660.0163
706,1,f_214,-3.7377968567386035e-06,0.2323
706,2,f_352,-4.2279810048626234e-07,0.0514
706,3,f_017,-3.680998363136393e-07,0.9588
706,4,f_448,-3.667066879568494e-07,0.7722
706,5,f_020,-3.556204767215831e-07,1.3728
798,1,f_214,-8.615254191472267e-08,0.2211
798,2,f_548,-1.941586114530188e-08,81.888
798,3,f_563,-1.8980180379975767e-08,0.83
798,4,f_448,-1.4124611280128017e-08,0.8572
798,5,f_162,-1.3852507259522167e-08,21258.0
1,1,f_037,-0.00021559361850371876,64.9193
1,2,f_480,-0.00016921644469489663,163.0249
1,3,f_305,-0.00014307574838382943,0.3814
1,4,f_120,-7.799617697519699e-05,6.5061
1,5,f_068,-7.604364094039264e-05,154.3709
604,1,f_214,-5.828910572378088e-06,0.5064
604,2,f_352,-5.159784399840695e-08,0.115
604,3,f_448,-1.748336059168403e-09,0.746
604,4,f_177,-1.6418242092645148e-09,0.883
604,5,f_312,-1.5807360093625604e-09,0.3885
1437,1,f_566,-1.0198804804964837e-08,5.9576
1437,2,f_091,-8.16217119900784e-09,-0.2671
1437,3,f_417,-7.0088875134205974e-09,20.6955
1437,4,f_562,-5.865898361752929e-09,276.118
1437,5,f_056,-4.430904920122784e-09,0.9175
434,1,f_500,0.38050441943127516,794.5946
434,2,f_086,0.32408659107041693,2.4639
434,3,f_132,-0.30731103560360307,2.3737
434,4,f_089,0.25575818340776785,0.3853
434,5,f_060,0.23589643242155556,361.7327
714,1,f_563,-0.0026276402293533598,0.9534
714,2,f_548,-0.0008430988774051324,82.248
714,3,f_132,-0.0005023216107002832,2.3625
714,4,f_020,-0.00030468680780200376,1.3783
714,5,f_014,-0.00027121024633586867,13.3456
914,1,f_132,-0.0001788211322205815,2.4025
914,2,f_018,-3.73570905928903e-05,194.6651
914,3,f_064,-3.500669756134968e-05,14.3382
914,4,f_078,-2.5143284332178922e-05,0.0259
914,5,f_103,-2.4433628251497315e-05,-0.0136
24,1,f_299,-0.02923410535301443,1.0234
24,2,f_164,-0.019888112165321294,1.776
24,3,f_300,-0.003080828226942506,1.6589
24,4,f_165,-0.0017098195615813585,2.904
24,5,f_027,-0.00023242471287735007,1.4365
1432,1,f_563,-0.212598933337883,0.8222
1432,2,f_027,-0.09891720076205013,5.155
1432,3,f_060,-0.09451550432526276,346.2909
1432,4,f_417,-0.09404969369177352,16.0022
1432,5,f_091,-0.07538750784350334,-0.1358
1103,1,f_548,-0.0029614212700172123,82.912
1103,2,f_521,-0.0028991203091922532,1000.0
1103,3,f_129,-0.0016538901242175912,-2.175
1103,4,f_305,-0.0009351459347624806,0.3432
1103,5,f_542,-0.0009111042139414043,0.1164
837,1,f_563,-4.569312743979803e-05,0.8752
837,2,f_132,-3.6225055199799416e-05,2.3817
837,3,f_548,-3.485617291910158e-05,82.604
837,4,f_024,-1.7440486971817182e-05,9092.75
837,5,f_566,-1.5929980325054738e-05,4.892
345,1,f_563,-0.4173956482480264,0.8469
345,2,f_132,-0.41712095349589035,2.3796
345,3,f_059,-0.3208319284381103,-5.6018
345,4,f_017,-0.2881254497116256,0.9593
345,5,f_305,-0.2765957612837075,0.3511
1122,1,f_129,-0.03947808572509904,-3.072
1122,2,f_562,-0.01293938554899406,275.104
1122,3,f_103,-0.009108112834337882,-0.0138
1122,4,f_542,-0.006949270221874433,0.1148
1122,5,f_308,-0.006670875655289481,0.1602
1189,1,f_132,-0.06373809553058167,2.3932
1189,2,f_078,-0.050582807451603144,0.072
1189,3,f_129,-0.04352826227305903,-2.742
1189,4,f_488,-0.0176788937891159,987.9781
1189,5,f_216,-0.01568852503642726,0.0452
903,1,f_078,-1.5363137662011427e-05,0.0512
903,2,f_448,-1.4900638883469257e-05,0.8703
903,3,f_177,-1.37547745549903e-05,1.026
903,4,f_127,-1.3107198895179594e-05,1.006
903,5,f_312,-1.188846427410519e-05,0.435
877,1,f_132,-0.0015180735399780779,2.3938
877,2,f_162,-0.000567685843241169,20806.0
877,3,f_305,-0.0003426648940594741,0.3432
877,4,f_068,-0.0003112538951576498,153.6327
877,5,f_024,-0.00026871828799282537,6172.25
1529,1,f_563,-1.2496825211286892e-09,0.8467
1529,2,f_061,-1.1223518714777148e-09,9.5052
1529,3,f_018,-5.564265182399827e-10,194.8254
1529,4,f_216,-5.059542049659228e-10,0.0421
1529,5,f_214,-4.703219098024996e-10,0.1272
215,1,f_548,-0.0009970739622185965,81.18
215,2,f_132,-0.0008556751213945248,2.3646
215,3,f_305,-0.0007162499942248784,0.3614
215,4,f_308,-0.00031875037858493095,0.1592
215,5,f_075,-0.0002974696049642891,-0.0322
569,1,f_480,-0.0005227476572041343,130.2741
569,2,f_214,-0.0005216010657036379,0.1274
569,3,f_555,-0.0004688859085524966,213.6966
569,4,f_027,-0.00042164580281155525,5.1555
569,5,f_363,-0.00041076411159797537,672.5819
1446,1,f_413,0.8073330195435311,897.0464
1446,2,f_120,0.4144408776900022,5.9858
1446,3,f_138,0.350314880920532,141.7998
1446,4,f_132,0.2527423492232731,2.2674
1446,5,f_142,-0.18179111683094806,22.13
1057,1,f_132,-6.786138792880829e-05,2.4253
1057,2,f_129,-4.0530896627087545e-05,-3.779
1057,3,f_078,-1.7769371839825578e-05,0.0662
1057,4,f_020,-5.685618812914131e-06,1.3789
1057,5,f_103,-4.220022221940976e-06,-0.0133
1162,1,f_129,-0.16886770989517694,-2.458
1162,2,f_103,-0.0970578588287273,-0.0147
1162,3,f_562,-0.09564579308946544,274.914
1162,4,f_566,-0.08711515389426144,4.5368
1162,5,f_056,-0.08486173188675794,0.9178
96,1,f_299,-2.2503342130234263e-05,1.0307
96,2,f_164,-1.5922206652486492e-05,1.801
96,3,f_300,-2.5914923808876435e-06,1.711
96,4,f_165,-1.3768153063661735e-06,2.98
96,5,f_027,-1.6089402264546723e-07,1.4817
765,1,f_132,-3.343469291501319e-05,2.4214
765,2,f_448,-5.930527339655247e-06,0.8572
765,3,f_177,-5.52736199489951e-06,1.014
765,4,f_312,-4.383993361591301e-06,0.4148
765,5,f_356,-4.060343431859497e-06,2.4517
1038,1,f_132,-0.01679708787636055,2.4349
1038,2,f_417,-0.006733451027555104,30.5835
1038,3,f_144,-0.0035772987297324923,0.4863
1038,4,f_082,-0.0022963233101664393,0.1035
1038,5,f_448,-0.001794834528836504,0.8123
533,1,f_480,-0.00011704144585078722,216.9736
533,2,f_086,-8.705586243228363e-05,2.3091
533,3,f_484,-2.161771925239694e-05,964.7059
533,4,f_146,-1.6672410195744924e-05,0.1825
533,5,f_145,-1.4742821360555364e-05,0.1216
1563,1,f_091,-0.44348511244806776,-0.357
1563,2,f_018,-0.18108714676348797,193.7889
1563,3,f_027,-0.17944175018055425,5.1515
1563,4,f_059,-0.16427447352655816,-3.3555
1563,5,f_480,-0.1494894293206906,115.6908
11,1,f_059,0.45407480400998823,25.0836
11,2,f_027,-0.3891764275810178,3.0345
11,3,f_365,0.3114335900673071,0.0119
11,4,f_216,-0.2898828550668414,0.0369
11,5,f_061,-0.2809966559087498,9.7813
1254,1,f_493,-0.0016841919155159153,9.4024
1254,2,f_221,-0.0014392683327547322,0.2305
1254,3,f_563,-0.0012504278982443248,0.8057
1254,4,f_359,-0.0009057455827600688,0.0888
1254,5,f_142,-0.0008743533107748518,12.39
1334,1,f_059,-0.008358351220378995,-4.8873
1334,2,f_161,-0.008053679119137748,12019.0
1334,3,f_305,-0.006826065832551624,0.3447
1334,4,f_068,-0.005959710769300065,153.5982
1334,5,f_499,-0.0057868554825044015,952.1472
1453,1,f_056,-0.1252870586556338,0.9172
1453,2,f_027,-0.10656170614785887,5.0743
1453,3,f_014,-0.08376302196420404,12.8039
1453,4,f_058,-0.07703034272562304,4.4868
1453,5,f_349,-0.06920972318001326,0.0077
50,1,f_033,-0.0034353487070206187,23.3453
50,2,f_039,-0.000452681147879813,126.5662
50,3,f_086,-0.00027476142148876776,2.3633
50,4,f_035,-0.00023212382260849324,74.7081
50,5,f_064,-0.00017056823771694065,16.0445
399,1,f_094,-0.07159801527308582,0.0011
399,2,f_548,-0.03593180584064108,83.102
399,3,f_366,-0.03211549895349361,0.0136
399,4,f_098,-0.016049171700441546,2.1183
399,5,f_064,-0.013332820941002927,14.0927
1472,1,f_563,-3.070204168914864e-05,0.8952
1472,2,f_061,-1.8390668995252965e-05,9.4611
1472,3,f_086,-7.792066818310422e-06,2.36
1472,4,f_216,-7.426221264413611e-06,0.0424
1472,5,f_014,-6.691605714871946e-06,13.8815
693,1,f_563,-0.001678428566786527,0.7935
693,2,f_132,-0.0015924051905112763,2.3604
693,3,f_059,-0.0012025775097831049,-4.4482
693,4,f_484,-0.0011219034145732065,834.8993
693,5,f_027,-0.0009552159706132502,5.1382
320,1,f_132,-1.896150253397671e-05,2.3865
320,2,f_214,-1.2648908194033448e-05,0.1555
320,3,f_573,-6.330986029852285e-06,0.7443
320,4,f_480,-6.1368857951568306e-06,132.4379
320,5,f_575,-5.880118634106107e-06,0.2585
1385,1,f_432,0.5971474712999508,907.6215
1385,2,f_511,0.3894941111521115,724.5283
1385,3,f_305,0.3484662907472756,0.1513
1385,4,f_071,0.26378028523468544,175.1677
1385,5,f_132,0.22218763732543312,2.2729
26,1,f_037,-0.0024758089935055998,64.9193
26,2,f_059,-0.0017478021567582341,-6.9155
26,3,f_018,-0.001731168539153203,196.5835
26,4,f_305,-0.00164428763877526,0.3814
26,5,f_017,-0.0014077646876151585,0.9567
553,1,f_548,-0.0008274955857042126,78.606
553,2,f_027,-0.000783835612488477,5.1845
553,3,f_025,-0.0007039925590514529,0.9938
553,4,f_126,-0.0006910575156639246,2.471
553,5,f_022,-0.0006143742143835271,3067.5
712,1,f_017,-8.222412901130733e-06,0.9572
712,2,f_018,-6.14716292562696e-06,194.7522
712,3,f_037,-4.3608810661587574e-06,65.5737
712,4,f_027,-3.949004310314199e-06,5.2788
712,5,f_562,-3.904090555491423e-06,272.5
153,1,f_059,0.6274808871693087,15.8609
153,2,f_365,0.39809768201276213,0.0136
153,3,f_103,0.26164535998800154,-0.0043
153,4,f_120,0.24675590050634066,6.0793
153,5,f_413,0.2315567401394174,91.1645
846,1,f_415,-0.014223401117203034,15.2044
846,2,f_142,-0.012691255381131193,15.05
846,3,f_448,-0.00970878235874007,0.8804
846,4,f_177,-0.008987951160014227,1.039
846,5,f_162,-0.007683470986987127,19769.0
1495,1,f_491,0.6807627797714254,12.7698
1495,2,f_118,0.61942904325657,0.5376
1495,3,f_357,0.5065443104437728,0.0052
1495,4,f_018,0.35335884540349294,183.0224
1495,5,f_060,0.32032515276655715,364.8945
269,1,f_064,-0.386017849957493,11.5991
269,2,f_059,0.3276525524916957,28.4009
269,3,f_159,0.26551165930972087,3548.0
269,4,f_027,-0.2365885184821117,5.0813
269,5,f_025,-0.2279709708699983,0.9688
909,1,f_068,-9.703316820663889e-05,156.8291
909,2,f_078,-8.903475510151897e-05,0.0483
909,3,f_563,-8.664197269983572e-05,0.8005
909,4,f_127,-8.291787750723489e-05,1.006
909,5,f_162,-6.687401172777497e-05,18410.0
165,1,f_059,0.003798305294536286,12.8364
165,2,f_562,0.002991679606829001,243.998
165,3,f_078,0.001436311225789133,-0.0801
165,4,f_058,0.0011668892117482343,4.7581
165,5,f_064,0.0011044198444205566,27.1636
255,1,f_366,-6.24481430580264e-05,0.01
255,2,f_017,-5.998963141205728e-05,0.9601
255,3,f_027,-4.628187300037216e-05,5.15
255,4,f_094,-4.615335232080693e-05,0.0004
255,5,f_025,-4.157872169600832e-05,0.9888
689,1,f_103,0.00016396485167458064,0.0203
689,2,f_365,8.10816596721331e-05,0.0359
689,3,f_367,2.0564320877047848e-05,0.0356
689,4,f_100,2.1399932703669577e-06,0.0022
689,5,f_096,3.749425963039954e-07,-1.0008
752,1,f_132,-9.70228760010913e-05,2.4214
752,2,f_548,-3.2615814181627607e-05,83.118
752,3,f_305,-3.0426721004449568e-05,0.4066
752,4,f_017,-1.3515974328586631e-05,0.9586
752,5,f_018,-1.0522388706439674e-05,194.3463
209,1,f_059,0.34645069245765414,20.7782
209,2,f_132,-0.3450771462012537,2.366
209,3,f_071,-0.3168204846804718,25.2028
209,4,f_511,0.25021478102895744,640.0
209,5,f_014,-0.24219322845986108,13.6157
1540,1,f_161,-0.00016562426337988231,12736.0
