feature,importance
f_447,0.00018855652440992137
f_222,0.00018669690098261548
f_567,0.00018453307595430235
f_367,0.00018156935382871028
f_044,0.00018031581943355523
f_362,0.00017649711556355096
f_299,0.0001743436398264811
f_421,0.00017038175853444125
f_128,0.0001702179246600485
f_442,0.00016963364615241584
f_548,0.00016948536407731228
f_495,0.00016370559375227987
f_303,0.0001620234476769435
f_551,0.000151503245756691
f_409,0.00015149510283586073
f_147,0.0001390508355198772
f_357,0.00013753076481224378
f_389,0.00013245927612287755
f_108,0.00013186278766825896
f_283,0.00012920538428137237
f_419,0.00012887528796295923
f_565,0.0001279884251730061
f_101,0.00012510168275704404
f_520,0.00010906643508467261
f_566,0.0001034024411988785
f_087,0.00010145695714191881
f_391,9.746287372888427e-05
f_553,9.070477065424264e-05
f_050,8.86783177687006e-05
f_167,6.823572244533874e-05
f_094,1.0204081632653354e-05
f_521,9.53538862353482e-06
f_114,4.2483023901472826e-19
f_342,3.009214193020992e-19
f_249,3.009214193020992e-19
f_206,2.8322015934315216e-19
f_074,2.4781763942525814e-19
f_347,2.3011637946631116e-19
f_387,1.858632295689436e-19
f_209,1.4161007967157608e-19
f_478,1.2390881971262907e-19
