model,feature,selected_folds,fraction
logistic_full_C01,f_270,15,1.0
logistic_full_C01,f_271,15,1.0
logistic_full_C01,f_272,15,1.0
logistic_full_C01,f_273,15,1.0
logistic_full_C01,f_274,15,1.0
logistic_full_C01,f_275,15,1.0
logistic_full_C01,f_277,15,1.0
logistic_full_C01,f_278,15,1.0
logistic_full_C01,f_279,15,1.0
logistic_full_C01,f_280,15,1.0
logistic_full_C01,f_281,15,1.0
logistic_full_C01,f_282,15,1.0
logistic_full_C01,f_283,15,1.0
logistic_full_C01,f_285,15,1.0
logistic_full_C01,f_286,15,1.0
logistic_full_C01,f_287,15,1.0
logistic_full_C01,f_288,15,1.0
logistic_full_C01,f_289,15,1.0
logistic_full_C01,f_290,15,1.0
logistic_full_C01,f_291,15,1.0
logistic_full_C01,f_294,15,1.0
logistic_full_C01,f_295,15,1.0
logistic_full_C01,f_296,15,1.0
logistic_full_C01,f_297,15,1.0
logistic_full_C01,f_298,15,1.0
logistic_full_C01,f_299,15,1.0
logistic_full_C01,f_300,15,1.0
logistic_full_C01,f_301,15,1.0
logistic_full_C01,f_302,15,1.0
logistic_full_C01,f_303,15,1.0
logistic_full_C01,f_304,15,1.0
logistic_full_C01,f_305,15,1.0
logistic_full_C01,f_306,15,1.0
logistic_full_C01,f_307,15,1.0
logistic_full_C01,f_308,15,1.0
logistic_full_C01,f_309,15,1.0
logistic_full_C01,f_310,15,1.0
logistic_full_C01,f_311,15,1.0
logistic_full_C01,f_312,15,1.0
logistic_full_C01,f_316,15,1.0
logistic_full_C01,f_317,15,1.0
logistic_full_C01,f_318,15,1.0
logistic_full_C01,f_319,15,1.0
logistic_full_C01,f_320,15,1.0
logistic_full_C01,f_321,15,1.0
logistic_full_C01,f_323,15,1.0
logistic_full_C01,f_324,15,1.0
logistic_full_C01,f_331,15,1.0
logistic_full_C01,f_332,15,1.0
logistic_full_C01,f_333,15,1.0
logistic_full_C01,f_334,15,1.0
logistic_full_C01,f_335,15,1.0
logistic_full_C01,f_336,15,1.0
logistic_full_C01,f_337,15,1.0
logistic_full_C01,f_338,15,1.0
logistic_full_C01,f_339,15,1.0
logistic_full_C01,f_340,15,1.0
logistic_full_C01,f_341,15,1.0
logistic_full_C01,f_342,12,0.8
logistic_full_C01,f_343,15,1.0
logistic_full_C01,f_344,15,1.0
logistic_full_C01,f_347,12,0.8
logistic_full_C01,f_348,15,1.0
logistic_full_C01,f_349,15,1.0
logistic_full_C01,f_350,15,1.0
logistic_full_C01,f_351,15,1.0
logistic_full_C01,f_352,15,1.0
logistic_full_C01,f_353,15,1.0
logistic_full_C01,f_354,15,1.0
logistic_full_C01,f_355,15,1.0
logistic_full_C01,f_356,15,1.0
logistic_full_C01,f_357,15,1.0
logistic_full_C01,f_359,15,1.0
logistic_full_C01,f_360,15,1.0
logistic_full_C01,f_361,15,1.0
logistic_full_C01,f_362,15,1.0
logistic_full_C01,f_363,15,1.0
logistic_full_C01,f_365,15,1.0
logistic_full_C01,f_366,15,1.0
logistic_full_C01,f_367,15,1.0
logistic_full_C01,f_368,15,1.0
logistic_full_C01,f_376,15,1.0
logistic_full_C01,f_377,15,1.0
logistic_full_C01,f_386,15,1.0
logistic_full_C01,f_387,15,1.0
logistic_full_C01,f_388,15,1.0
logistic_full_C01,f_389,15,1.0
logistic_full_C01,f_390,15,1.0
logistic_full_C01,f_391,15,1.0
logistic_full_C01,f_392,15,1.0
logistic_full_C01,f_393,15,1.0
logistic_full_C01,f_405,15,1.0
logistic_full_C01,f_406,15,1.0
logistic_full_C01,f_407,15,1.0
logistic_full_C01,f_408,15,1.0
logistic_full_C01,f_409,15,1.0
logistic_full_C01,f_410,15,1.0
logistic_full_C01,f_411,15,1.0
logistic_full_C01,f_412,15,1.0
logistic_full_C01,f_413,15,1.0
logistic_full_C01,f_415,15,1.0
logistic_full_C01,f_416,15,1.0
logistic_full_C01,f_417,15,1.0
logistic_full_C01,f_418,15,1.0
logistic_full_C01,f_419,15,1.0
logistic_full_C01,f_420,15,1.0
logistic_full_C01,f_421,15,1.0
logistic_full_C01,f_423,15,1.0
logistic_full_C01,f_424,15,1.0
logistic_full_C01,f_425,15,1.0
logistic_full_C01,f_426,15,1.0
logistic_full_C01,f_427,15,1.0
logistic_full_C01,f_428,15,1.0
logistic_full_C01,f_429,15,1.0
logistic_full_C01,f_430,15,1.0
logistic_full_C01,f_431,15,1.0
logistic_full_C01,f_432,15,1.0
logistic_full_C01,f_433,15,1.0
logistic_full_C01,f_434,15,1.0
logistic_full_C01,f_435,15,1.0
logistic_full_C01,f_436,15,1.0
logistic_full_C01,f_437,15,1.0
