model,feature,selected_folds,fraction
logistic_full_C01,f_438,15,1.0
logistic_full_C01,f_439,15,1.0
logistic_full_C01,f_440,15,1.0
logistic_full_C01,f_441,15,1.0
logistic_full_C01,f_442,15,1.0
logistic_full_C01,f_443,15,1.0
logistic_full_C01,f_444,15,1.0
logistic_full_C01,f_445,15,1.0
logistic_full_C01,f_446,15,1.0
logistic_full_C01,f_447,15,1.0
logistic_full_C01,f_448,15,1.0
logistic_full_C01,f_452,15,1.0
logistic_full_C01,f_453,15,1.0
logistic_full_C01,f_454,15,1.0
logistic_full_C01,f_455,15,1.0
logistic_full_C01,f_456,15,1.0
logistic_full_C01,f_457,15,1.0
logistic_full_C01,f_459,15,1.0
logistic_full_C01,f_460,15,1.0
logistic_full_C01,f_467,15,1.0
logistic_full_C01,f_468,15,1.0
logistic_full_C01,f_469,15,1.0
logistic_full_C01,f_470,15,1.0
logistic_full_C01,f_471,15,1.0
logistic_full_C01,f_472,15,1.0
logistic_full_C01,f_473,15,1.0
logistic_full_C01,f_474,15,1.0
logistic_full_C01,f_475,15,1.0
logistic_full_C01,f_476,15,1.0
logistic_full_C01,f_477,15,1.0
logistic_full_C01,f_478,12,0.8
logistic_full_C01,f_479,15,1.0
logistic_full_C01,f_480,15,1.0
logistic_full_C01,f_482,15,1.0
logistic_full_C01,f_483,15,1.0
logistic_full_C01,f_484,15,1.0
logistic_full_C01,f_485,15,1.0
logistic_full_C01,f_486,15,1.0
logistic_full_C01,f_487,15,1.0
logistic_full_C01,f_488,15,1.0
logistic_full_C01,f_489,15,1.0
logistic_full_C01,f_490,15,1.0
logistic_full_C01,f_491,15,1.0
logistic_full_C01,f_493,15,1.0
logistic_full_C01,f_494,15,1.0
logistic_full_C01,f_495,15,1.0
logistic_full_C01,f_496,15,1.0
logistic_full_C01,f_497,15,1.0
logistic_full_C01,f_499,15,1.0
logistic_full_C01,f_500,15,1.0
logistic_full_C01,f_510,15,1.0
logistic_full_C01,f_511,15,1.0
logistic_full_C01,f_520,15,1.0
logistic_full_C01,f_521,15,1.0
logistic_full_C01,f_522,15,1.0
logistic_full_C01,f_523,15,1.0
logistic_full_C01,f_524,15,1.0
logistic_full_C01,f_525,15,1.0
logistic_full_C01,f_526,15,1.0
logistic_full_C01,f_527,15,1.0
logistic_full_C01,f_539,15,1.0
logistic_full_C01,f_540,15,1.0
logistic_full_C01,f_541,15,1.0
logistic_full_C01,f_542,15,1.0
logistic_full_C01,f_543,15,1.0
logistic_full_C01,f_544,15,1.0
logistic_full_C01,f_545,15,1.0
logistic_full_C01,f_546,15,1.0
logistic_full_C01,f_547,15,1.0
logistic_full_C01,f_548,15,1.0
logistic_full_C01,f_549,15,1.0
logistic_full_C01,f_550,15,1.0
logistic_full_C01,f_551,15,1.0
logistic_full_C01,f_552,15,1.0
logistic_full_C01,f_553,15,1.0
logistic_full_C01,f_554,15,1.0
logistic_full_C01,f_555,15,1.0
logistic_full_C01,f_556,15,1.0
logistic_full_C01,f_557,15,1.0
logistic_full_C01,f_558,15,1.0
logistic_full_C01,f_559,15,1.0
logistic_full_C01,f_560,15,1.0
logistic_full_C01,f_561,15,1.0
logistic_full_C01,f_562,15,1.0
logistic_full_C01,f_563,15,1.0
logistic_full_C01,f_564,15,1.0
logistic_full_C01,f_565,15,1.0
logistic_full_C01,f_566,15,1.0
logistic_full_C01,f_567,15,1.0
logistic_full_C01,f_568,15,1.0
logistic_full_C01,f_569,15,1.0
logistic_full_C01,f_570,15,1.0
logistic_full_C01,f_571,15,1.0
logistic_full_C01,f_572,15,1.0
logistic_full_C01,f_573,15,1.0
logistic_full_C01,f_574,15,1.0
logistic_full_C01,f_575,15,1.0
logistic_full_C01,f_576,15,1.0
logistic_full_C01,f_577,15,1.0
logistic_full_C01,f_582,15,1.0
logistic_full_C01,f_583,15,1.0
logistic_full_C01,f_584,15,1.0
logistic_full_C01,f_585,15,1.0
logistic_full_C01,f_586,15,1.0
logistic_full_C01,f_587,15,1.0
logistic_full_C01,f_588,15,1.0
logistic_full_C01,f_589,15,1.0
logistic_top40_C001,f_014,9,0.6
logistic_top40_C001,f_021,15,1.0
logistic_top40_C001,f_022,7,0.4666666666666667
logistic_top40_C001,f_026,4,0.26666666666666666
logistic_top40_C001,f_028,11,0.7333333333333333
logistic_top40_C001,f_031,1,0.06666666666666667
logistic_top40_C001,f_038,1,0.06666666666666667
logistic_top40_C001,f_055,1,0.06666666666666667
logistic_top40_C001,f_056,2,0.13333333333333333
logistic_top40_C001,f_057,1,0.06666666666666667
logistic_top40_C001,f_059,15,1.0
logistic_top40_C001,f_062,1,0.06666666666666667
logistic_top40_C001,f_063,11,0.7333333333333333
logistic_top40_C001,f_064,13,0.8666666666666667
logistic_top40_C001,f_065,7,0.4666666666666667
logistic_top40_C001,f_067,5,0.3333333333333333
logistic_top40_C001,f_068,7,0.4666666666666667
logistic_top40_C001,f_070,1,0.06666666666666667
logistic_top40_C001,f_075,1,0.06666666666666667
logistic_top40_C001,f_076,1,0.06666666666666667
logistic_top40_C001,f_078,4,0.26666666666666666
logistic_top40_C001,f_079,2,0.13333333333333333
logistic_top40_C001,f_081,1,0.06666666666666667
logistic_top40_C001,f_095,9,0.6
logistic_top40_C001,f_099,8,0.5333333333333333
logistic_top40_C001,f_100,13,0.8666666666666667
logistic_top40_C001,f_103,15,1.0
logistic_top40_C001,f_104,8,0.5333333333333333
logistic_top40_C001,f_114,7,0.4666666666666667
logistic_top40_C001,f_121,9,0.6
logistic_top40_C001,f_122,6,0.4
logistic_top40_C001,f_123,6,0.4
logistic_top40_C001,f_124,13,0.8666666666666667
logistic_top40_C001,f_125,11,0.7333333333333333
logistic_top40_C001,f_127,5,0.3333333333333333
logistic_top40_C001,f_129,12,0.8
logistic_top40_C001,f_130,4,0.26666666666666666
logistic_top40_C001,f_138,2,0.13333333333333333
logistic_top40_C001,f_152,1,0.06666666666666667
logistic_top40_C001,f_160,3,0.2
logistic_top40_C001,f_163,8,0.5333333333333333
logistic_top40_C001,f_164,2,0.13333333333333333
logistic_top40_C001,f_165,2,0.13333333333333333
logistic_top40_C001,f_170,2,0.13333333333333333
logistic_top40_C001,f_175,4,0.26666666666666666
logistic_top40_C001,f_180,6,0.4
logistic_top40_C001,f_183,3,0.2
logistic_top40_C001,f_196,3,0.2
logistic_top40_C001,f_197,3,0.2
logistic_top40_C001,f_199,3,0.2
logistic_top40_C001,f_200,2,0.13333333333333333
logistic_top40_C001,f_202,1,0.06666666666666667
logistic_top40_C001,f_203,2,0.13333333333333333
logistic_top40_C001,f_204,2,0.13333333333333333
logistic_top40_C001,f_205,12,0.8
logistic_top40_C001,f_207,2,0.13333333333333333
logistic_top40_C001,f_210,10,0.6666666666666666
logistic_top40_C001,f_211,1,0.06666666666666667
logistic_top40_C001,f_213,11,0.7333333333333333
logistic_top40_C001,f_227,4,0.26666666666666666
logistic_top40_C001,f_249,6,0.4
logistic_top40_C001,f_281,1,0.06666666666666667
logistic_top40_C001,f_294,2,0.13333333333333333
logistic_top40_C001,f_295,3,0.2
logistic_top40_C001,f_298,8,0.5333333333333333
logistic_top40_C001,f_299,2,0.13333333333333333
logistic_top40_C001,f_300,2,0.13333333333333333
logistic_top40_C001,f_310,2,0.13333333333333333
logistic_top40_C001,f_316,7,0.4666666666666667
logistic_top40_C001,f_319,3,0.2
logistic_top40_C001,f_332,2,0.13333333333333333
logistic_top40_C001,f_333,3,0.2
logistic_top40_C001,f_335,1,0.06666666666666667
logistic_top40_C001,f_336,2,0.13333333333333333
logistic_top40_C001,f_337,6,0.4
logistic_top40_C001,f_338,1,0.06666666666666667
logistic_top40_C001,f_339,1,0.06666666666666667
logistic_top40_C001,f_340,2,0.13333333333333333
logistic_top40_C001,f_341,10,0.6666666666666666
logistic_top40_C001,f_343,2,0.13333333333333333
logistic_top40_C001,f_348,12,0.8
logistic_top40_C001,f_349,1,0.06666666666666667
logistic_top40_C001,f_351,12,0.8
logistic_top40_C001,f_360,1,0.06666666666666667
logistic_top40_C001,f_365,9,0.6
logistic_top40_C001,f_387,6,0.4
logistic_top40_C001,f_411,1,0.06666666666666667
logistic_top40_C001,f_423,2,0.13333333333333333
logistic_top40_C001,f_430,11,0.7333333333333333
logistic_top40_C001,f_431,13,0.8666666666666667
logistic_top40_C001,f_433,1,0.06666666666666667
logistic_top40_C001,f_434,12,0.8
logistic_top40_C001,f_435,12,0.8
logistic_top40_C001,f_436,12,0.8
logistic_top40_C001,f_441,2,0.13333333333333333
logistic_top40_C001,f_446,2,0.13333333333333333
logistic_top40_C001,f_452,4,0.26666666666666666
logistic_top40_C001,f_455,3,0.2
logistic_top40_C001,f_460,4,0.26666666666666666
logistic_top40_C001,f_468,1,0.06666666666666667
logistic_top40_C001,f_469,3,0.2
logistic_top40_C001,f_471,2,0.13333333333333333
logistic_top40_C001,f_475,3,0.2
logistic_top40_C001,f_477,12,0.8
logistic_top40_C001,f_479,2,0.13333333333333333
logistic_top40_C001,f_494,1,0.06666666666666667
logistic_top40_C001,f_499,3,0.2
logistic_top40_C001,f_510,15,1.0
logistic_top40_C001,f_511,5,0.3333333333333333
logistic_top40_C001,f_521,1,0.06666666666666667
logistic_top40_C001,f_550,2,0.13333333333333333
logistic_top40_C001,f_551,6,0.4
logistic_top40_C001,f_553,1,0.06666666666666667
logistic_top40_C001,f_554,6,0.4
logistic_top40_C001,f_556,2,0.13333333333333333
logistic_top40_C001,f_557,6,0.4
logistic_top40_C001,f_562,2,0.13333333333333333
logistic_top40_C001,f_573,2,0.13333333333333333
logistic_top40_C001,f_584,1,0.06666666666666667
logistic_top40_C001,f_587,1,0.06666666666666667
logistic_top40_C001,f_588,1,0.06666666666666667
logistic_top40_C01,f_014,9,0.6
logistic_top40_C01,f_021,15,1.0
logistic_top40_C01,f_022,7,0.4666666666666667
logistic_top40_C01,f_026,4,0.26666666666666666
logistic_top40_C01,f_028,11,0.7333333333333333
logistic_top40_C01,f_031,1,0.06666666666666667
logistic_top40_C01,f_038,1,0.06666666666666667
logistic_top40_C01,f_055,1,0.06666666666666667
logistic_top40_C01,f_056,2,0.13333333333333333
logistic_top40_C01,f_057,1,0.06666666666666667
logistic_top40_C01,f_059,15,1.0
logistic_top40_C01,f_062,1,0.06666666666666667
logistic_top40_C01,f_063,11,0.7333333333333333
logistic_top40_C01,f_064,13,0.8666666666666667
logistic_top40_C01,f_065,7,0.4666666666666667
logistic_top40_C01,f_067,5,0.3333333333333333
logistic_top40_C01,f_068,7,0.4666666666666667
logistic_top40_C01,f_070,1,0.06666666666666667
logistic_top40_C01,f_075,1,0.06666666666666667
logistic_top40_C01,f_076,1,0.06666666666666667
logistic_top40_C01,f_078,4,0.26666666666666666
logistic_top40_C01,f_079,2,0.13333333333333333
logistic_top40_C01,f_081,1,0.06666666666666667
logistic_top40_C01,f_095,9,0.6
logistic_top40_C01,f_099,8,0.5333333333333333
logistic_top40_C01,f_100,13,0.8666666666666667
logistic_top40_C01,f_103,15,1.0
logistic_top40_C01,f_104,8,0.5333333333333333
logistic_top40_C01,f_114,7,0.4666666666666667
logistic_top40_C01,f_121,9,0.6
logistic_top40_C01,f_122,6,0.4
logistic_top40_C01,f_123,6,0.4
logistic_top40_C01,f_124,13,0.8666666666666667
logistic_top40_C01,f_125,11,0.7333333333333333
logistic_top40_C01,f_127,5,0.3333333333333333
logistic_top40_C01,f_129,12,0.8
logistic_top40_C01,f_130,4,0.26666666666666666
logistic_top40_C01,f_138,2,0.13333333333333333
logistic_top40_C01,f_152,1,0.06666666666666667
logistic_top40_C01,f_160,3,0.2
logistic_top40_C01,f_163,8,0.5333333333333333
logistic_top40_C01,f_164,2,0.13333333333333333
logistic_top40_C01,f_165,2,0.13333333333333333
logistic_top40_C01,f_170,2,0.13333333333333333
logistic_top40_C01,f_175,4,0.26666666666666666
logistic_top40_C01,f_180,6,0.4
logistic_top40_C01,f_183,3,0.2
logistic_top40_C01,f_196,3,0.2
logistic_top40_C01,f_197,3,0.2
logistic_top40_C01,f_199,3,0.2
logistic_top40_C01,f_200,2,0.13333333333333333
logistic_top40_C01,f_202,1,0.06666666666666667
logistic_top40_C01,f_203,2,0.13333333333333333
logistic_top40_C01,f_204,2,0.13333333333333333
logistic_top40_C01,f_205,12,0.8
logistic_top40_C01,f_207,2,0.13333333333333333
logistic_top40_C01,f_210,10,0.6666666666666666
logistic_top40_C01,f_211,1,0.06666666666666667
logistic_top40_C01,f_213,11,0.7333333333333333
logistic_top40_C01,f_227,4,0.26666666666666666
logistic_top40_C01,f_249,6,0.4
logistic_top40_C01,f_281,1,0.06666666666666667
logistic_top40_C01,f_294,2,0.13333333333333333
logistic_top40_C01,f_295,3,0.2
logistic_top40_C01,f_298,8,0.5333333333333333
logistic_top40_C01,f_299,2,0.13333333333333333
logistic_top40_C01,f_300,2,0.13333333333333333
logistic_top40_C01,f_310,2,0.13333333333333333
logistic_top40_C01,f_316,7,0.4666666666666667
logistic_top40_C01,f_319,3,0.2
logistic_top40_C01,f_332,2,0.13333333333333333
logistic_top40_C01,f_333,3,0.2
logistic_top40_C01,f_335,1,0.06666666666666667
logistic_top40_C01,f_336,2,0.13333333333333333
logistic_top40_C01,f_337,6,0.4
logistic_top40_C01,f_338,1,0.06666666666666667
logistic_top40_C01,f_339,1,0.06666666666666667
logistic_top40_C01,f_340,2,0.13333333333333333
logistic_top40_C01,f_341,10,0.6666666666666666
logistic_top40_C01,f_343,2,0.13333333333333333
logistic_top40_C01,f_348,12,0.8
logistic_top40_C01,f_349,1,0.06666666666666667
logistic_top40_C01,f_351,12,0.8
logistic_top40_C01,f_360,1,0.06666666666666667
logistic_top40_C01,f_365,9,0.6
logistic_top40_C01,f_387,6,0.4
logistic_top40_C01,f_411,1,0.06666666666666667
logistic_top40_C01,f_423,2,0.13333333333333333
logistic_top40_C01,f_430,11,0.7333333333333333
logistic_top40_C01,f_431,13,0.8666666666666667
logistic_top40_C01,f_433,1,0.06666666666666667
logistic_top40_C01,f_434,12,0.8
logistic_top40_C01,f_435,12,0.8
logistic_top40_C01,f_436,12,0.8
logistic_top40_C01,f_441,2,0.13333333333333333
logistic_top40_C01,f_446,2,0.13333333333333333
logistic_top40_C01,f_452,4,0.26666666666666666
logistic_top40_C01,f_455,3,0.2
logistic_top40_C01,f_460,4,0.26666666666666666
logistic_top40_C01,f_468,1,0.06666666666666667
logistic_top40_C01,f_469,3,0.2
logistic_top40_C01,f_471,2,0.13333333333333333
logistic_top40_C01,f_475,3,0.2
logistic_top40_C01,f_477,12,0.8
logistic_top40_C01,f_479,2,0.13333333333333333
logistic_top40_C01,f_494,1,0.06666666666666667
logistic_top40_C01,f_499,3,0.2
logistic_top40_C01,f_510,15,1.0
logistic_top40_C01,f_511,5,0.3333333333333333
logistic_top40_C01,f_521,1,0.06666666666666667
logistic_top40_C01,f_550,2,0.13333333333333333
logistic_top40_C01,f_551,6,0.4
logistic_top40_C01,f_553,1,0.06666666666666667
logistic_top40_C01,f_554,6,0.4
logistic_top40_C01,f_556,2,0.13333333333333333
logistic_top40_C01,f_557,6,0.4
logistic_top40_C01,f_562,2,0.13333333333333333
logistic_top40_C01,f_573,2,0.13333333333333333
logistic_top40_C01,f_584,1,0.06666666666666667
logistic_top40_C01,f_587,1,0.06666666666666667
logistic_top40_C01,f_588,1,0.06666666666666667
random_forest_balanced,f_000,15,1.0
random_forest_balanced,f_001,15,1.0
random_forest_balanced,f_002,15,1.0
random_forest_balanced,f_003,15,1.0
random_forest_balanced,f_004,15,1.0
random_forest_balanced,f_006,15,1.0
random_forest_balanced,f_007,15,1.0
random_forest_balanced,f_008,15,1.0
random_forest_balanced,f_009,15,1.0
random_forest_balanced,f_010,15,1.0
random_forest_balanced,f_011,15,1.0
random_forest_balanced,f_012,15,1.0
random_forest_balanced,f_014,15,1.0
random_forest_balanced,f_015,15,1.0
random_forest_balanced,f_016,15,1.0
random_forest_balanced,f_017,15,1.0
random_forest_balanced,f_018,15,1.0
random_forest_balanced,f_019,15,1.0
random_forest_balanced,f_020,15,1.0
random_forest_balanced,f_021,15,1.0
random_forest_balanced,f_022,15,1.0
random_forest_balanced,f_023,15,1.0
random_forest_balanced,f_024,15,1.0
random_forest_balanced,f_025,15,1.0
random_forest_balanced,f_026,15,1.0
random_forest_balanced,f_027,15,1.0
random_forest_balanced,f_028,15,1.0
random_forest_balanced,f_029,15,1.0
random_forest_balanced,f_030,15,1.0
random_forest_balanced,f_031,15,1.0
random_forest_balanced,f_032,15,1.0
random_forest_balanced,f_033,15,1.0
random_forest_balanced,f_034,15,1.0
random_forest_balanced,f_035,15,1.0
random_forest_balanced,f_036,15,1.0
random_forest_balanced,f_037,15,1.0
random_forest_balanced,f_038,15,1.0
random_forest_balanced,f_039,15,1.0
random_forest_balanced,f_040,15,1.0
random_forest_balanced,f_041,15,1.0
random_forest_balanced,f_043,15,1.0
random_forest_balanced,f_044,15,1.0
random_forest_balanced,f_045,15,1.0
random_forest_balanced,f_046,15,1.0
random_forest_balanced,f_047,15,1.0
random_forest_balanced,f_048,15,1.0
random_forest_balanced,f_050,15,1.0
random_forest_balanced,f_051,15,1.0
random_forest_balanced,f_053,15,1.0
random_forest_balanced,f_054,15,1.0
random_forest_balanced,f_055,15,1.0
random_forest_balanced,f_056,15,1.0
random_forest_balanced,f_057,15,1.0
random_forest_balanced,f_058,15,1.0
random_forest_balanced,f_059,15,1.0
random_forest_balanced,f_060,15,1.0
random_forest_balanced,f_061,15,1.0
random_forest_balanced,f_062,15,1.0
random_forest_balanced,f_063,15,1.0
random_forest_balanced,f_064,15,1.0
random_forest_balanced,f_065,15,1.0
random_forest_balanced,f_066,15,1.0
random_forest_balanced,f_067,15,1.0
random_forest_balanced,f_068,15,1.0
random_forest_balanced,f_070,15,1.0
random_forest_balanced,f_071,15,1.0
random_forest_balanced,f_074,12,0.8
random_forest_balanced,f_075,15,1.0
random_forest_balanced,f_076,15,1.0
random_forest_balanced,f_077,15,1.0
random_forest_balanced,f_078,15,1.0
random_forest_balanced,f_079,15,1.0
random_forest_balanced,f_080,15,1.0
random_forest_balanced,f_081,15,1.0
random_forest_balanced,f_082,15,1.0
random_forest_balanced,f_083,15,1.0
random_forest_balanced,f_084,15,1.0
random_forest_balanced,f_086,15,1.0
random_forest_balanced,f_087,15,1.0
random_forest_balanced,f_088,15,1.0
random_forest_balanced,f_089,15,1.0
random_forest_balanced,f_090,15,1.0
random_forest_balanced,f_091,15,1.0
random_forest_balanced,f_092,15,1.0
random_forest_balanced,f_093,15,1.0
random_forest_balanced,f_094,15,1.0
random_forest_balanced,f_095,15,1.0
random_forest_balanced,f_096,15,1.0
random_forest_balanced,f_098,15,1.0
random_forest_balanced,f_099,15,1.0
random_forest_balanced,f_100,15,1.0
random_forest_balanced,f_101,15,1.0
random_forest_balanced,f_102,15,1.0
random_forest_balanced,f_103,15,1.0
random_forest_balanced,f_104,15,1.0
random_forest_balanced,f_105,15,1.0
random_forest_balanced,f_106,15,1.0
random_forest_balanced,f_107,15,1.0
random_forest_balanced,f_108,15,1.0
random_forest_balanced,f_113,15,1.0
random_forest_balanced,f_114,15,1.0
random_forest_balanced,f_115,15,1.0
random_forest_balanced,f_116,15,1.0
random_forest_balanced,f_117,15,1.0
random_forest_balanced,f_118,15,1.0
random_forest_balanced,f_119,15,1.0
random_forest_balanced,f_120,15,1.0
random_forest_balanced,f_121,15,1.0
random_forest_balanced,f_122,15,1.0
random_forest_balanced,f_123,15,1.0
random_forest_balanced,f_124,15,1.0
random_forest_balanced,f_125,15,1.0
random_forest_balanced,f_126,15,1.0
random_forest_balanced,f_127,15,1.0
random_forest_balanced,f_128,15,1.0
random_forest_balanced,f_129,15,1.0
random_forest_balanced,f_130,15,1.0
random_forest_balanced,f_131,15,1.0
random_forest_balanced,f_132,15,1.0
random_forest_balanced,f_133,15,1.0
random_forest_balanced,f_134,15,1.0
random_forest_balanced,f_135,15,1.0
random_forest_balanced,f_136,15,1.0
random_forest_balanced,f_137,15,1.0
random_forest_balanced,f_138,15,1.0
random_forest_balanced,f_139,15,1.0
random_forest_balanced,f_140,15,1.0
random_forest_balanced,f_142,15,1.0
random_forest_balanced,f_143,15,1.0
random_forest_balanced,f_144,15,1.0
random_forest_balanced,f_145,15,1.0
random_forest_balanced,f_146,15,1.0
random_forest_balanced,f_147,15,1.0
random_forest_balanced,f_148,15,1.0
random_forest_balanced,f_150,15,1.0
random_forest_balanced,f_151,15,1.0
random_forest_balanced,f_152,15,1.0
random_forest_balanced,f_153,15,1.0
random_forest_balanced,f_154,15,1.0
random_forest_balanced,f_155,15,1.0
random_forest_balanced,f_156,15,1.0
random_forest_balanced,f_159,15,1.0
random_forest_balanced,f_160,15,1.0
random_forest_balanced,f_161,15,1.0
random_forest_balanced,f_162,15,1.0
random_forest_balanced,f_163,15,1.0
random_forest_balanced,f_164,15,1.0
random_forest_balanced,f_165,15,1.0
random_forest_balanced,f_166,15,1.0
random_forest_balanced,f_167,15,1.0
random_forest_balanced,f_168,15,1.0
random_forest_balanced,f_169,15,1.0
random_forest_balanced,f_170,15,1.0
random_forest_balanced,f_171,15,1.0
random_forest_balanced,f_172,15,1.0
random_forest_balanced,f_173,15,1.0
random_forest_balanced,f_174,15,1.0
random_forest_balanced,f_175,15,1.0
random_forest_balanced,f_176,15,1.0
random_forest_balanced,f_177,15,1.0
random_forest_balanced,f_180,15,1.0
random_forest_balanced,f_181,15,1.0
random_forest_balanced,f_182,15,1.0
random_forest_balanced,f_183,15,1.0
random_forest_balanced,f_184,15,1.0
random_forest_balanced,f_185,15,1.0
random_forest_balanced,f_187,15,1.0
random_forest_balanced,f_188,15,1.0
random_forest_balanced,f_195,15,1.0
random_forest_balanced,f_196,15,1.0
random_forest_balanced,f_197,15,1.0
random_forest_balanced,f_198,15,1.0
random_forest_balanced,f_199,15,1.0
random_forest_balanced,f_200,15,1.0
random_forest_balanced,f_201,15,1.0
random_forest_balanced,f_202,15,1.0
random_forest_balanced,f_203,15,1.0
random_forest_balanced,f_204,15,1.0
random_forest_balanced,f_205,15,1.0
random_forest_balanced,f_206,12,0.8
random_forest_balanced,f_207,15,1.0
random_forest_balanced,f_208,15,1.0
random_forest_balanced,f_209,12,0.8
random_forest_balanced,f_210,15,1.0
random_forest_balanced,f_211,15,1.0
random_forest_balanced,f_212,15,1.0
random_forest_balanced,f_213,15,1.0
random_forest_balanced,f_214,15,1.0
random_forest_balanced,f_215,15,1.0
random_forest_balanced,f_216,15,1.0
random_forest_balanced,f_217,15,1.0
random_forest_balanced,f_218,15,1.0
random_forest_balanced,f_219,15,1.0
random_forest_balanced,f_221,15,1.0
random_forest_balanced,f_222,15,1.0
random_forest_balanced,f_223,15,1.0
random_forest_balanced,f_224,15,1.0
random_forest_balanced,f_225,15,1.0
random_forest_balanced,f_227,15,1.0
random_forest_balanced,f_228,15,1.0
random_forest_balanced,f_238,15,1.0
random_forest_balanced,f_239,15,1.0
random_forest_balanced,f_248,15,1.0
random_forest_balanced,f_249,15,1.0
random_forest_balanced,f_250,15,1.0
random_forest_balanced,f_251,15,1.0
random_forest_balanced,f_252,15,1.0
random_forest_balanced,f_253,15,1.0
random_forest_balanced,f_254,15,1.0
random_forest_balanced,f_255,15,1.0
random_forest_balanced,f_267,15,1.0
random_forest_balanced,f_268,15,1.0
random_forest_balanced,f_269,15,1.0
random_forest_balanced,f_270,15,1.0
random_forest_balanced,f_271,15,1.0
random_forest_balanced,f_272,15,1.0
random_forest_balanced,f_273,15,1.0
random_forest_balanced,f_274,15,1.0
random_forest_balanced,f_275,15,1.0
random_forest_balanced,f_277,15,1.0
random_forest_balanced,f_278,15,1.0
random_forest_balanced,f_279,15,1.0
random_forest_balanced,f_280,15,1.0
random_forest_balanced,f_281,15,1.0
random_forest_balanced,f_282,15,1.0
random_forest_balanced,f_283,15,1.0
random_forest_balanced,f_285,15,1.0
random_forest_balanced,f_286,15,1.0
random_forest_balanced,f_287,15,1.0
random_forest_balanced,f_288,15,1.0
random_forest_balanced,f_289,15,1.0
random_forest_balanced,f_290,15,1.0
random_forest_balanced,f_291,15,1.0
random_forest_balanced,f_294,15,1.0
random_forest_balanced,f_295,15,1.0
random_forest_balanced,f_296,15,1.0
random_forest_balanced,f_297,15,1.0
random_forest_balanced,f_298,15,1.0
random_forest_balanced,f_299,15,1.0
random_forest_balanced,f_300,15,1.0
random_forest_balanced,f_301,15,1.0
random_forest_balanced,f_302,15,1.0
random_forest_balanced,f_303,15,1.0
random_forest_balanced,f_304,15,1.0
random_forest_balanced,f_305,15,1.0
random_forest_balanced,f_306,15,1.0
random_forest_balanced,f_307,15,1.0
random_forest_balanced,f_308,15,1.0
random_forest_balanced,f_309,15,1.0
random_forest_balanced,f_310,15,1.0
random_forest_balanced,f_311,15,1.0
random_forest_balanced,f_312,15,1.0
random_forest_balanced,f_316,15,1.0
random_forest_balanced,f_317,15,1.0
random_forest_balanced,f_318,15,1.0
random_forest_balanced,f_319,15,1.0
random_forest_balanced,f_320,15,1.0
random_forest_balanced,f_321,15,1.0
random_forest_balanced,f_323,15,1.0
random_forest_balanced,f_324,15,1.0
random_forest_balanced,f_331,15,1.0
random_forest_balanced,f_332,15,1.0
random_forest_balanced,f_333,15,1.0
random_forest_balanced,f_334,15,1.0
random_forest_balanced,f_335,15,1.0
random_forest_balanced,f_336,15,1.0
random_forest_balanced,f_337,15,1.0
random_forest_balanced,f_338,15,1.0
random_forest_balanced,f_339,15,1.0
random_forest_balanced,f_340,15,1.0
random_forest_balanced,f_341,15,1.0
random_forest_balanced,f_342,12,0.8
random_forest_balanced,f_343,15,1.0
random_forest_balanced,f_344,15,1.0
random_forest_balanced,f_347,12,0.8
random_forest_balanced,f_348,15,1.0
random_forest_balanced,f_349,15,1.0
random_forest_balanced,f_350,15,1.0
random_forest_balanced,f_351,15,1.0
random_forest_balanced,f_352,15,1.0
random_forest_balanced,f_353,15,1.0
random_forest_balanced,f_354,15,1.0
random_forest_balanced,f_355,15,1.0
random_forest_balanced,f_356,15,1.0
random_forest_balanced,f_357,15,1.0
random_forest_balanced,f_359,15,1.0
random_forest_balanced,f_360,15,1.0
random_forest_balanced,f_361,15,1.0
random_forest_balanced,f_362,15,1.0
random_forest_balanced,f_363,15,1.0
random_forest_balanced,f_365,15,1.0
random_forest_balanced,f_366,15,1.0
random_forest_balanced,f_367,15,1.0
random_forest_balanced,f_368,15,1.0
random_forest_balanced,f_376,15,1.0
random_forest_balanced,f_377,15,1.0
random_forest_balanced,f_386,15,1.0
random_forest_balanced,f_387,15,1.0
random_forest_balanced,f_388,15,1.0
random_forest_balanced,f_389,15,1.0
random_forest_balanced,f_390,15,1.0
random_forest_balanced,f_391,15,1.0
random_forest_balanced,f_392,15,1.0
random_forest_balanced,f_393,15,1.0
random_forest_balanced,f_405,15,1.0
random_forest_balanced,f_406,15,1.0
random_forest_balanced,f_407,15,1.0
random_forest_balanced,f_408,15,1.0
random_forest_balanced,f_409,15,1.0
random_forest_balanced,f_410,15,1.0
random_forest_balanced,f_411,15,1.0
random_forest_balanced,f_412,15,1.0
random_forest_balanced,f_413,15,1.0
random_forest_balanced,f_415,15,1.0
random_forest_balanced,f_416,15,1.0
random_forest_balanced,f_417,15,1.0
random_forest_balanced,f_418,15,1.0
random_forest_balanced,f_419,15,1.0
random_forest_balanced,f_420,15,1.0
random_forest_balanced,f_421,15,1.0
random_forest_balanced,f_423,15,1.0
random_forest_balanced,f_424,15,1.0
random_forest_balanced,f_425,15,1.0
random_forest_balanced,f_426,15,1.0
random_forest_balanced,f_427,15,1.0
random_forest_balanced,f_428,15,1.0
random_forest_balanced,f_429,15,1.0
random_forest_balanced,f_430,15,1.0
random_forest_balanced,f_431,15,1.0
random_forest_balanced,f_432,15,1.0
